STATE/UT,Year,CAUSE,Male,Female,Total,Hour,Time_Category,Speed,Speed_Limit,Road_Condition,Weather
MANIPUR,2010,Three Wheeler,4,1,5,12,Afternoon,64,40,Dry,Clear
MANIPUR,2010,Two Wheeler,25,10,35,1,Night,64,40,Wet,Cloudy
MANIPUR,2010,Bicycle,1,0,1,8,Morning,35,60,Dry,Cloudy
MANIPUR,2010,Pedestrian,0,0,0,23,Night,63,80,Damaged,Clear
MANIPUR,2010,Others (Please Specify),13,7,20,7,Morning,58,60,Snow,Windy
MANIPUR,2010,Total Deaths (Persons),120,33,153,6,Morning,63,60,Dry,Cloudy
MANIPUR,2010,Total Truck/Lorry,48,11,59,3,Night,78,60,Gravel,Clear
MANIPUR,2010,Total Bus,11,1,12,17,Evening,41,40,Damaged,Windy
MANIPUR,2010,Total Tempo/Vans,8,0,8,2,Night,72,80,Dry,Cloudy
MANIPUR,2010,Total Jeep,5,1,6,5,Morning,63,80,Gravel,Clear
MANIPUR,2010,Total Car,5,2,7,11,Morning,43,40,Damaged,Cloudy
MANIPUR,2011,Truck/Lorry (Government),3,1,4,11,Morning,51,80,Dry,Windy
MANIPUR,2011,Truck/Lorry (Private),29,3,32,20,Evening,53,60,Gravel,Clear
MANIPUR,2011,Bus (Government),0,0,0,7,Morning,54,80,Snow,Windy
MANIPUR,2011,Bus (Private),9,0,9,21,Night,33,40,Damaged,Fog
MANIPUR,2011,Tempo/Vans (Government),0,0,0,21,Night,59,80,Dry,Rainy
MANIPUR,2011,Tempo/Vans (Private),5,1,6,0,Night,24,40,Gravel,Fog
MANIPUR,2011,Jeep (Government),0,0,0,3,Night,65,60,Snow,Cloudy
MANIPUR,2011,Jeep (Private),9,1,10,20,Evening,53,40,Gravel,Windy
MANIPUR,2011,Car (Government),0,0,0,10,Morning,68,80,Snow,Clear
MANIPUR,2011,Car (Private),11,0,11,2,Night,65,60,Dry,Windy
MANIPUR,2011,Three Wheeler,6,1,7,12,Afternoon,53,80,Gravel,Cloudy
MANIPUR,2011,Two Wheeler,33,3,36,16,Afternoon,72,40,Gravel,Clear
MANIPUR,2011,Bicycle,5,0,5,21,Night,34,60,Wet,Fog
MANIPUR,2011,Pedestrian,17,7,24,21,Night,68,40,Damaged,Windy
MANIPUR,2011,Others (Please Specify),10,2,12,9,Morning,41,80,Gravel,Rainy
MANIPUR,2011,Total Deaths (Persons),137,19,156,20,Evening,65,40,Snow,Cloudy
MANIPUR,2011,Total Truck/Lorry,32,4,36,11,Morning,45,80,Damaged,Cloudy
MANIPUR,2011,Total Bus,9,0,9,14,Afternoon,62,80,Dry,Windy
MANIPUR,2011,Total Tempo/Vans,5,1,6,20,Evening,41,60,Damaged,Fog
MANIPUR,2011,Total Jeep,9,1,10,9,Morning,35,60,Wet,Fog
MANIPUR,2011,Total Car,11,0,11,13,Afternoon,54,40,Dry,Rainy
MANIPUR,2012,Truck/Lorry (Government),2,0,2,12,Afternoon,44,80,Gravel,Rainy
MANIPUR,2012,Truck/Lorry (Private),35,3,38,4,Night,62,80,Dry,Windy
MANIPUR,2012,Bus (Government),0,0,0,5,Morning,62,60,Dry,Clear
MANIPUR,2012,Bus (Private),10,7,17,23,Night,25,60,Wet,Fog
MANIPUR,2012,Tempo/Vans (Government),0,0,0,1,Night,64,60,Snow,Clear
MANIPUR,2012,Tempo/Vans (Private),5,2,7,21,Night,68,60,Dry,Clear
MANIPUR,2012,Jeep (Government),0,0,0,16,Afternoon,45,40,Snow,Windy
MANIPUR,2012,Jeep (Private),4,2,6,3,Night,62,40,Damaged,Rainy
MANIPUR,2012,Car (Government),0,0,0,13,Afternoon,66,40,Wet,Clear
MANIPUR,2012,Car (Private),6,0,6,9,Morning,46,40,Gravel,Windy
MANIPUR,2012,Three Wheeler,4,0,4,2,Night,38,60,Dry,Rainy
MANIPUR,2012,Two Wheeler,39,4,43,2,Night,63,40,Snow,Clear
MANIPUR,2012,Bicycle,1,0,1,14,Afternoon,77,40,Dry,Clear
MANIPUR,2012,Pedestrian,16,7,23,5,Morning,36,40,Wet,Rainy
MANIPUR,2012,Others (Please Specify),8,3,11,16,Afternoon,56,60,Gravel,Rainy
MANIPUR,2012,Total Deaths (Persons),130,28,158,11,Morning,66,80,Damaged,Cloudy
MANIPUR,2012,Total Truck/Lorry,37,3,40,21,Night,66,60,Damaged,Cloudy
MANIPUR,2012,Total Bus,10,7,17,19,Evening,64,80,Snow,Windy
MANIPUR,2012,Total Tempo/Vans,5,2,7,23,Night,65,80,Damaged,Windy
MANIPUR,2012,Total Jeep,4,2,6,10,Morning,34,40,Snow,Fog
MANIPUR,2012,Total Car,6,0,6,3,Night,62,40,Gravel,Cloudy
MEGHALAYA,2001,Truck/Lorry (Government),4,0,4,5,Morning,40,40,Dry,Rainy
MEGHALAYA,2001,Truck/Lorry (Private),52,3,55,0,Night,67,60,Wet,Cloudy
MEGHALAYA,2001,Bus (Government),0,0,0,19,Evening,45,60,Gravel,Windy
MEGHALAYA,2001,Bus (Private),32,1,33,22,Night,66,40,Gravel,Windy
MEGHALAYA,2001,Tempo/Vans (Government),0,0,0,15,Afternoon,39,60,Damaged,Windy
MEGHALAYA,2001,Tempo/Vans (Private),4,0,4,14,Afternoon,34,60,Damaged,Rainy
MEGHALAYA,2001,Jeep (Government),1,0,1,16,Afternoon,66,80,Wet,Clear
MEGHALAYA,2001,Jeep (Private),5,0,5,7,Morning,42,60,Dry,Windy
MEGHALAYA,2001,Car (Government),0,0,0,11,Morning,38,80,Gravel,Cloudy
MEGHALAYA,2001,Car (Private),9,2,11,21,Night,78,40,Damaged,Clear
MEGHALAYA,2001,Three Wheeler,3,1,4,20,Evening,59,60,Gravel,Cloudy
MEGHALAYA,2001,Two Wheeler,7,2,9,9,Morning,57,80,Dry,Windy
MEGHALAYA,2001,Bicycle,1,0,1,14,Afternoon,42,60,Snow,Rainy
MEGHALAYA,2001,Pedestrian,2,4,6,8,Morning,55,80,Dry,Clear
MEGHALAYA,2001,Others (Please Specify),5,0,5,1,Night,78,80,Gravel,Clear
MEGHALAYA,2001,Total Deaths (Persons),125,13,138,4,Night,50,60,Gravel,Windy
MEGHALAYA,2001,Total Truck/Lorry,56,3,59,5,Morning,48,40,Wet,Windy
MEGHALAYA,2001,Total Bus,32,1,33,6,Morning,53,80,Gravel,Windy
MEGHALAYA,2001,Total Tempo/Vans,4,0,4,20,Evening,49,40,Damaged,Fog
MEGHALAYA,2001,Total Jeep,6,0,6,0,Night,38,60,Wet,Rainy
MEGHALAYA,2001,Total Car,9,2,11,22,Night,40,60,Gravel,Rainy
MEGHALAYA,2002,Truck/Lorry (Government),20,0,20,6,Morning,34,40,Dry,Windy
MEGHALAYA,2002,Truck/Lorry (Private),32,0,32,19,Evening,47,60,Gravel,Fog
MEGHALAYA,2002,Bus (Government),3,0,3,11,Morning,41,80,Dry,Windy
MEGHALAYA,2002,Bus (Private),11,3,14,15,Afternoon,39,40,Dry,Windy
MEGHALAYA,2002,Tempo/Vans (Government),0,0,0,15,Afternoon,34,60,Gravel,Rainy
MEGHALAYA,2002,Tempo/Vans (Private),2,2,4,10,Morning,47,60,Dry,Fog
MEGHALAYA,2002,Jeep (Government),0,0,0,20,Evening,43,40,Snow,Rainy
MEGHALAYA,2002,Jeep (Private),8,0,8,3,Night,64,80,Wet,Windy
MEGHALAYA,2002,Car (Government),0,0,0,12,Afternoon,46,40,Gravel,Cloudy
MEGHALAYA,2002,Car (Private),8,1,9,6,Morning,67,60,Snow,Clear
MEGHALAYA,2002,Three Wheeler,2,0,2,3,Night,71,60,Dry,Windy
MEGHALAYA,2002,Two Wheeler,9,2,11,14,Afternoon,33,40,Dry,Fog
MEGHALAYA,2002,Bicycle,0,0,0,18,Evening,68,80,Wet,Cloudy
MEGHALAYA,2002,Pedestrian,13,4,17,8,Morning,44,80,Snow,Fog
MEGHALAYA,2002,Others (Please Specify),5,0,5,10,Morning,55,80,Snow,Windy
MEGHALAYA,2002,Total Deaths (Persons),113,12,125,7,Morning,49,40,Gravel,Windy
MEGHALAYA,2002,Total Truck/Lorry,52,0,52,0,Night,80,80,Dry,Clear
MEGHALAYA,2002,Total Bus,14,3,17,22,Night,37,80,Damaged,Fog
MEGHALAYA,2002,Total Tempo/Vans,2,2,4,23,Night,45,80,Gravel,Cloudy
MEGHALAYA,2002,Total Jeep,8,0,8,7,Morning,53,80,Gravel,Clear
MEGHALAYA,2002,Total Car,8,1,9,12,Afternoon,30,60,Gravel,Fog
MEGHALAYA,2003,Truck/Lorry (Government),0,0,0,21,Night,63,40,Wet,Windy
MEGHALAYA,2003,Truck/Lorry (Private),36,3,39,3,Night,73,40,Wet,Clear
MEGHALAYA,2003,Bus (Government),0,0,0,7,Morning,56,80,Gravel,Windy
MEGHALAYA,2003,Bus (Private),35,4,39,2,Night,40,40,Damaged,Rainy
MEGHALAYA,2003,Tempo/Vans (Government),0,0,0,8,Morning,36,40,Snow,Rainy
MEGHALAYA,2003,Tempo/Vans (Private),3,0,3,1,Night,71,60,Snow,Clear
MEGHALAYA,2003,Jeep (Government),0,0,0,1,Night,63,40,Dry,Clear
MEGHALAYA,2003,Jeep (Private),6,2,8,12,Afternoon,20,60,Snow,Fog
MEGHALAYA,2003,Car (Government),0,0,0,14,Afternoon,49,40,Snow,Cloudy
MEGHALAYA,2003,Car (Private),8,2,10,22,Night,42,60,Damaged,Cloudy
MEGHALAYA,2003,Three Wheeler,1,0,1,11,Morning,46,60,Snow,Rainy
MEGHALAYA,2003,Two Wheeler,1,0,1,3,Night,60,40,Damaged,Rainy
MEGHALAYA,2003,Bicycle,0,0,0,7,Morning,29,60,Wet,Rainy
MEGHALAYA,2003,Pedestrian,6,5,11,8,Morning,42,60,Damaged,Windy
MEGHALAYA,2003,Others (Please Specify),6,0,6,22,Night,43,40,Wet,Cloudy
MEGHALAYA,2003,Total Deaths (Persons),102,16,118,4,Night,60,60,Damaged,Clear
MEGHALAYA,2003,Total Truck/Lorry,36,3,39,23,Night,54,60,Gravel,Rainy
MEGHALAYA,2003,Total Bus,35,4,39,19,Evening,21,60,Wet,Fog
MEGHALAYA,2003,Total Tempo/Vans,3,0,3,17,Evening,73,60,Wet,Clear
MEGHALAYA,2003,Total Jeep,6,2,8,10,Morning,46,60,Snow,Clear
MEGHALAYA,2003,Total Car,8,2,10,14,Afternoon,57,80,Wet,Clear
MEGHALAYA,2004,Truck/Lorry (Government),2,0,2,21,Night,61,60,Damaged,Cloudy
MEGHALAYA,2004,Truck/Lorry (Private),29,1,30,8,Morning,47,60,Gravel,Rainy
MEGHALAYA,2004,Bus (Government),2,0,2,16,Afternoon,30,60,Gravel,Fog
MEGHALAYA,2004,Bus (Private),20,3,23,11,Morning,45,60,Snow,Windy
MEGHALAYA,2004,Tempo/Vans (Government),0,0,0,6,Morning,24,40,Damaged,Fog
MEGHALAYA,2004,Tempo/Vans (Private),7,3,10,9,Morning,38,80,Damaged,Fog
MEGHALAYA,2004,Jeep (Government),0,0,0,9,Morning,22,40,Dry,Fog
MEGHALAYA,2004,Jeep (Private),7,2,9,12,Afternoon,49,80,Wet,Windy
MEGHALAYA,2004,Car (Government),0,0,0,18,Evening,34,60,Snow,Fog
MEGHALAYA,2004,Car (Private),8,4,12,10,Morning,32,60,Gravel,Fog
MEGHALAYA,2004,Three Wheeler,4,3,7,12,Afternoon,34,80,Dry,Rainy
MEGHALAYA,2004,Two Wheeler,8,0,8,20,Evening,48,80,Damaged,Rainy
MEGHALAYA,2004,Bicycle,0,0,0,7,Morning,50,40,Wet,Rainy
MEGHALAYA,2004,Pedestrian,16,2,18,7,Morning,62,80,Gravel,Clear
MEGHALAYA,2004,Others (Please Specify),4,3,7,3,Night,56,60,Dry,Fog
MEGHALAYA,2004,Total Deaths (Persons),107,21,128,14,Afternoon,57,40,Damaged,Cloudy
MEGHALAYA,2004,Total Truck/Lorry,31,1,32,10,Morning,46,80,Gravel,Cloudy
MEGHALAYA,2004,Total Bus,22,3,25,10,Morning,59,80,Gravel,Cloudy
MEGHALAYA,2004,Total Tempo/Vans,7,3,10,0,Night,66,40,Damaged,Windy
MEGHALAYA,2004,Total Jeep,7,2,9,16,Afternoon,34,80,Damaged,Rainy
MEGHALAYA,2004,Total Car,8,4,12,14,Afternoon,48,60,Snow,Rainy
MEGHALAYA,2005,Truck/Lorry (Government),0,0,0,19,Evening,54,40,Gravel,Rainy
MEGHALAYA,2005,Truck/Lorry (Private),31,6,37,5,Morning,56,80,Damaged,Windy
MEGHALAYA,2005,Bus (Government),0,0,0,23,Night,25,60,Dry,Fog
MEGHALAYA,2005,Bus (Private),29,4,33,21,Night,75,80,Wet,Clear
MEGHALAYA,2005,Tempo/Vans (Government),0,0,0,14,Afternoon,36,40,Snow,Rainy
MEGHALAYA,2005,Tempo/Vans (Private),3,0,3,8,Morning,46,80,Damaged,Fog
MEGHALAYA,2005,Jeep (Government),0,0,0,13,Afternoon,64,80,Wet,Cloudy
MEGHALAYA,2005,Jeep (Private),4,2,6,17,Evening,53,80,Snow,Clear
MEGHALAYA,2005,Car (Government),0,0,0,16,Afternoon,61,60,Gravel,Cloudy
MEGHALAYA,2005,Car (Private),12,6,18,17,Evening,31,60,Wet,Fog
MEGHALAYA,2005,Three Wheeler,6,3,9,4,Night,33,80,Snow,Fog
MEGHALAYA,2005,Two Wheeler,3,1,4,19,Evening,42,80,Damaged,Cloudy
MEGHALAYA,2005,Bicycle,2,0,2,19,Evening,71,40,Damaged,Clear
MEGHALAYA,2005,Pedestrian,5,3,8,8,Morning,42,80,Snow,Cloudy
MEGHALAYA,2005,Others (Please Specify),2,0,2,10,Morning,41,40,Gravel,Cloudy
MEGHALAYA,2005,Total Deaths (Persons),97,25,122,23,Night,72,60,Snow,Cloudy
MEGHALAYA,2005,Total Truck/Lorry,31,6,37,21,Night,58,80,Dry,Clear
MEGHALAYA,2005,Total Bus,29,4,33,0,Night,70,40,Snow,Windy
MEGHALAYA,2005,Total Tempo/Vans,3,0,3,17,Evening,58,60,Snow,Clear
MEGHALAYA,2005,Total Jeep,4,2,6,5,Morning,34,40,Damaged,Cloudy
MEGHALAYA,2005,Total Car,12,6,18,1,Night,44,60,Gravel,Rainy
MEGHALAYA,2006,Truck/Lorry (Government),0,0,0,14,Afternoon,49,80,Snow,Rainy
MEGHALAYA,2006,Truck/Lorry (Private),32,5,37,20,Evening,25,40,Wet,Fog
MEGHALAYA,2006,Bus (Government),0,0,0,13,Afternoon,42,80,Damaged,Windy
MEGHALAYA,2006,Bus (Private),18,4,22,4,Night,42,40,Damaged,Fog
MEGHALAYA,2006,Tempo/Vans (Government),0,0,0,5,Morning,37,60,Snow,Fog
MEGHALAYA,2006,Tempo/Vans (Private),9,4,13,5,Morning,46,40,Wet,Rainy
MEGHALAYA,2006,Jeep (Government),1,0,1,21,Night,74,40,Snow,Clear
MEGHALAYA,2006,Jeep (Private),5,2,7,17,Evening,48,80,Wet,Fog
MEGHALAYA,2006,Car (Government),0,0,0,13,Afternoon,28,80,Damaged,Fog
MEGHALAYA,2006,Car (Private),5,4,9,9,Morning,45,80,Wet,Windy
MEGHALAYA,2006,Three Wheeler,2,0,2,13,Afternoon,51,60,Snow,Rainy
MEGHALAYA,2006,Two Wheeler,3,0,3,12,Afternoon,73,80,Dry,Clear
MEGHALAYA,2006,Bicycle,2,0,2,2,Night,49,40,Dry,Windy
MEGHALAYA,2006,Pedestrian,15,5,20,5,Morning,63,60,Wet,Clear
MEGHALAYA,2006,Others (Please Specify),14,2,16,7,Morning,71,80,Snow,Clear
MEGHALAYA,2006,Total Deaths (Persons),106,26,132,11,Morning,22,40,Gravel,Fog
MEGHALAYA,2006,Total Truck/Lorry,32,5,37,12,Afternoon,39,40,Dry,Windy
MEGHALAYA,2006,Total Bus,18,4,22,10,Morning,39,60,Damaged,Fog
MEGHALAYA,2006,Total Tempo/Vans,9,4,13,11,Morning,63,40,Snow,Cloudy
MEGHALAYA,2006,Total Jeep,6,2,8,0,Night,71,80,Snow,Clear
MEGHALAYA,2006,Total Car,5,4,9,16,Afternoon,53,40,Dry,Windy
MEGHALAYA,2007,Truck/Lorry (Government),0,0,0,15,Afternoon,28,80,Gravel,Rainy
MEGHALAYA,2007,Truck/Lorry (Private),23,1,24,10,Morning,20,80,Damaged,Fog
MEGHALAYA,2007,Bus (Government),0,0,0,12,Afternoon,52,60,Gravel,Cloudy
MEGHALAYA,2007,Bus (Private),25,6,31,17,Evening,42,40,Damaged,Cloudy
MEGHALAYA,2007,Tempo/Vans (Government),0,0,0,10,Morning,49,60,Dry,Cloudy
MEGHALAYA,2007,Tempo/Vans (Private),5,0,5,11,Morning,30,60,Snow,Fog
MEGHALAYA,2007,Jeep (Government),0,0,0,5,Morning,46,60,Damaged,Rainy
MEGHALAYA,2007,Jeep (Private),14,3,17,8,Morning,54,80,Snow,Windy
MEGHALAYA,2007,Car (Government),0,0,0,15,Afternoon,62,80,Wet,Clear
MEGHALAYA,2007,Car (Private),6,2,8,3,Night,50,80,Wet,Rainy
MEGHALAYA,2007,Three Wheeler,1,0,1,2,Night,51,80,Dry,Fog
MEGHALAYA,2007,Two Wheeler,5,0,5,15,Afternoon,43,40,Dry,Windy
MEGHALAYA,2007,Bicycle,2,0,2,23,Night,67,40,Dry,Clear
MEGHALAYA,2007,Pedestrian,17,2,19,11,Morning,49,80,Wet,Windy
MEGHALAYA,2007,Others (Please Specify),11,10,21,10,Morning,63,80,Damaged,Clear
MEGHALAYA,2007,Total Deaths (Persons),109,24,133,4,Night,80,40,Gravel,Clear
MEGHALAYA,2007,Total Truck/Lorry,23,1,24,17,Evening,47,60,Dry,Cloudy
MEGHALAYA,2007,Total Bus,25,6,31,18,Evening,30,60,Gravel,Fog
MEGHALAYA,2007,Total Tempo/Vans,5,0,5,22,Night,55,80,Gravel,Rainy
MEGHALAYA,2007,Total Jeep,14,3,17,22,Night,72,60,Wet,Cloudy
MEGHALAYA,2007,Total Car,6,2,8,5,Morning,39,80,Damaged,Cloudy
MEGHALAYA,2008,Truck/Lorry (Government),0,0,0,21,Night,48,80,Wet,Windy
MEGHALAYA,2008,Truck/Lorry (Private),47,7,54,17,Evening,70,80,Dry,Clear
MEGHALAYA,2008,Bus (Government),0,0,0,5,Morning,61,40,Wet,Clear
MEGHALAYA,2008,Bus (Private),26,9,35,3,Night,64,60,Wet,Windy
MEGHALAYA,2008,Tempo/Vans (Government),0,0,0,11,Morning,41,40,Wet,Fog
MEGHALAYA,2008,Tempo/Vans (Private),7,1,8,18,Evening,59,60,Dry,Clear
MEGHALAYA,2008,Jeep (Government),0,0,0,1,Night,54,40,Dry,Cloudy
MEGHALAYA,2008,Jeep (Private),4,0,4,16,Afternoon,59,40,Wet,Cloudy
MEGHALAYA,2008,Car (Government),0,0,0,10,Morning,78,80,Wet,Clear
MEGHALAYA,2008,Car (Private),17,10,27,10,Morning,51,80,Gravel,Clear
MEGHALAYA,2008,Three Wheeler,7,0,7,20,Evening,28,40,Damaged,Fog
MEGHALAYA,2008,Two Wheeler,3,0,3,15,Afternoon,72,60,Gravel,Clear
MEGHALAYA,2008,Bicycle,1,0,1,1,Night,30,60,Damaged,Fog
MEGHALAYA,2008,Pedestrian,4,2,6,1,Night,56,80,Damaged,Cloudy
MEGHALAYA,2008,Others (Please Specify),4,0,4,22,Night,28,80,Wet,Fog
MEGHALAYA,2008,Total Deaths (Persons),120,29,149,7,Morning,57,60,Gravel,Clear
MEGHALAYA,2008,Total Truck/Lorry,47,7,54,12,Afternoon,52,60,Damaged,Rainy
MEGHALAYA,2008,Total Bus,26,9,35,9,Morning,61,60,Damaged,Clear
MEGHALAYA,2008,Total Tempo/Vans,7,1,8,7,Morning,46,80,Dry,Rainy
MEGHALAYA,2008,Total Jeep,4,0,4,3,Night,66,60,Damaged,Cloudy
MEGHALAYA,2008,Total Car,17,10,27,14,Afternoon,42,80,Wet,Windy
MEGHALAYA,2009,Truck/Lorry (Government),0,0,0,0,Night,64,40,Snow,Cloudy
MEGHALAYA,2009,Truck/Lorry (Private),45,6,51,10,Morning,48,40,Dry,Cloudy
MEGHALAYA,2009,Bus (Government),0,0,0,6,Morning,39,40,Snow,Cloudy
MEGHALAYA,2009,Bus (Private),41,4,45,16,Afternoon,29,60,Wet,Fog
MEGHALAYA,2009,Tempo/Vans (Government),0,0,0,19,Evening,50,80,Snow,Cloudy
MEGHALAYA,2009,Tempo/Vans (Private),14,0,14,23,Night,58,60,Damaged,Windy
MEGHALAYA,2009,Jeep (Government),0,0,0,17,Evening,68,80,Snow,Clear
MEGHALAYA,2009,Jeep (Private),8,1,9,21,Night,48,60,Gravel,Rainy
MEGHALAYA,2009,Car (Government),0,0,0,21,Night,54,40,Wet,Cloudy
MEGHALAYA,2009,Car (Private),29,1,30,11,Morning,35,80,Gravel,Rainy
MEGHALAYA,2009,Three Wheeler,2,0,2,8,Morning,44,60,Snow,Cloudy
MEGHALAYA,2009,Two Wheeler,6,0,6,4,Night,20,80,Gravel,Fog
MEGHALAYA,2009,Bicycle,2,0,2,9,Morning,35,80,Dry,Rainy
MEGHALAYA,2009,Pedestrian,13,4,17,3,Night,56,60,Snow,Cloudy
MEGHALAYA,2009,Others (Please Specify),15,2,17,4,Night,65,60,Gravel,Cloudy
MEGHALAYA,2009,Total Deaths (Persons),175,18,193,9,Morning,48,80,Damaged,Windy
MEGHALAYA,2009,Total Truck/Lorry,45,6,51,10,Morning,43,80,Snow,Windy
MEGHALAYA,2009,Total Bus,41,4,45,20,Evening,47,40,Dry,Windy
MEGHALAYA,2009,Total Tempo/Vans,14,0,14,23,Night,56,80,Damaged,Fog
MEGHALAYA,2009,Total Jeep,8,1,9,9,Morning,45,40,Snow,Rainy
MEGHALAYA,2009,Total Car,29,1,30,7,Morning,26,40,Damaged,Fog
MEGHALAYA,2010,Truck/Lorry (Government),13,3,16,1,Night,67,40,Snow,Clear
MEGHALAYA,2010,Truck/Lorry (Private),55,3,58,22,Night,71,80,Snow,Cloudy
MEGHALAYA,2010,Bus (Government),4,1,5,7,Morning,52,40,Wet,Cloudy
MEGHALAYA,2010,Bus (Private),10,1,11,15,Afternoon,37,80,Gravel,Cloudy
MEGHALAYA,2010,Tempo/Vans (Government),2,1,3,21,Night,56,80,Snow,Windy
MEGHALAYA,2010,Tempo/Vans (Private),13,2,15,4,Night,69,60,Dry,Cloudy
MEGHALAYA,2010,Jeep (Government),0,0,0,2,Night,53,80,Gravel,Windy
MEGHALAYA,2010,Jeep (Private),8,6,14,11,Morning,69,80,Wet,Clear
MEGHALAYA,2010,Car (Government),0,0,0,12,Afternoon,44,40,Gravel,Fog
MEGHALAYA,2010,Car (Private),15,3,18,12,Afternoon,22,80,Gravel,Fog
MEGHALAYA,2010,Three Wheeler,5,0,5,9,Morning,21,80,Snow,Fog
MEGHALAYA,2010,Two Wheeler,11,1,12,3,Night,64,60,Dry,Windy
MEGHALAYA,2010,Bicycle,1,0,1,8,Morning,56,60,Snow,Rainy
MEGHALAYA,2010,Pedestrian,13,4,17,21,Night,46,40,Dry,Rainy
MEGHALAYA,2010,Others (Please Specify),8,1,9,23,Night,80,40,Dry,Clear
MEGHALAYA,2010,Total Deaths (Persons),158,26,184,22,Night,65,60,Damaged,Rainy
MEGHALAYA,2010,Total Truck/Lorry,68,6,74,1,Night,63,60,Snow,Clear
MEGHALAYA,2010,Total Bus,14,2,16,18,Evening,54,80,Wet,Cloudy
MEGHALAYA,2010,Total Tempo/Vans,15,3,18,0,Night,43,40,Gravel,Fog
MEGHALAYA,2010,Total Jeep,8,6,14,6,Morning,56,40,Damaged,Windy
MEGHALAYA,2010,Total Car,15,3,18,16,Afternoon,63,80,Wet,Clear
MEGHALAYA,2011,Truck/Lorry (Government),4,0,4,2,Night,60,80,Snow,Windy
MEGHALAYA,2011,Truck/Lorry (Private),93,1,94,19,Evening,57,40,Dry,Windy
MEGHALAYA,2011,Bus (Government),1,1,2,19,Evening,37,60,Snow,Fog
MEGHALAYA,2011,Bus (Private),13,5,18,20,Evening,41,60,Snow,Cloudy
MEGHALAYA,2011,Tempo/Vans (Government),2,0,2,2,Night,49,80,Damaged,Cloudy
MEGHALAYA,2011,Tempo/Vans (Private),13,1,14,2,Night,67,40,Wet,Rainy
MEGHALAYA,2011,Jeep (Government),2,0,2,16,Afternoon,39,80,Damaged,Cloudy
MEGHALAYA,2011,Jeep (Private),4,0,4,6,Morning,22,60,Wet,Fog
MEGHALAYA,2011,Car (Government),2,0,2,13,Afternoon,54,60,Damaged,Windy
MEGHALAYA,2011,Car (Private),22,4,26,16,Afternoon,53,80,Gravel,Clear
MEGHALAYA,2011,Three Wheeler,3,4,7,17,Evening,68,60,Dry,Clear
MEGHALAYA,2011,Two Wheeler,20,2,22,12,Afternoon,53,40,Dry,Cloudy
MEGHALAYA,2011,Bicycle,0,0,0,19,Evening,57,80,Dry,Rainy
MEGHALAYA,2011,Pedestrian,15,4,19,19,Evening,57,80,Gravel,Clear
MEGHALAYA,2011,Others (Please Specify),8,5,13,20,Evening,49,80,Gravel,Rainy
MEGHALAYA,2011,Total Deaths (Persons),202,27,229,17,Evening,66,60,Dry,Clear
MEGHALAYA,2011,Total Truck/Lorry,97,1,98,3,Night,38,40,Dry,Rainy
MEGHALAYA,2011,Total Bus,14,6,20,0,Night,47,80,Wet,Rainy
MEGHALAYA,2011,Total Tempo/Vans,15,1,16,17,Evening,58,80,Wet,Windy
MEGHALAYA,2011,Total Jeep,6,0,6,0,Night,34,60,Snow,Fog
MEGHALAYA,2011,Total Car,24,4,28,12,Afternoon,55,40,Damaged,Clear
MEGHALAYA,2012,Truck/Lorry (Government),0,0,0,19,Evening,46,80,Wet,Cloudy
MEGHALAYA,2012,Truck/Lorry (Private),62,9,71,19,Evening,21,60,Wet,Fog
MEGHALAYA,2012,Bus (Government),0,0,0,22,Night,56,80,Wet,Windy
MEGHALAYA,2012,Bus (Private),48,2,50,9,Morning,48,60,Wet,Windy
MEGHALAYA,2012,Tempo/Vans (Government),1,0,1,10,Morning,38,40,Gravel,Windy
MEGHALAYA,2012,Tempo/Vans (Private),5,2,7,8,Morning,50,60,Snow,Cloudy
MEGHALAYA,2012,Jeep (Government),10,0,10,8,Morning,57,80,Wet,Clear
MEGHALAYA,2012,Jeep (Private),3,0,3,4,Night,64,80,Damaged,Clear
MEGHALAYA,2012,Car (Government),7,3,10,0,Night,39,60,Wet,Rainy
MEGHALAYA,2012,Car (Private),7,1,8,16,Afternoon,42,40,Gravel,Rainy
MEGHALAYA,2012,Three Wheeler,10,4,14,21,Night,50,40,Dry,Rainy
MEGHALAYA,2012,Two Wheeler,22,3,25,1,Night,63,80,Dry,Cloudy
MEGHALAYA,2012,Bicycle,0,0,0,23,Night,46,80,Snow,Fog
MEGHALAYA,2012,Pedestrian,0,1,1,12,Afternoon,54,60,Dry,Clear
MEGHALAYA,2012,Others (Please Specify),11,2,13,8,Morning,51,60,Wet,Rainy
MEGHALAYA,2012,Total Deaths (Persons),186,27,213,3,Night,51,60,Gravel,Cloudy
MEGHALAYA,2012,Total Truck/Lorry,62,9,71,4,Night,76,40,Snow,Cloudy
MEGHALAYA,2012,Total Bus,48,2,50,10,Morning,25,40,Wet,Rainy
MEGHALAYA,2012,Total Tempo/Vans,6,2,8,23,Night,61,80,Dry,Windy
MEGHALAYA,2012,Total Jeep,13,0,13,18,Evening,45,80,Damaged,Windy
MEGHALAYA,2012,Total Car,14,4,18,20,Evening,60,80,Wet,Windy
MIZORAM,2001,Truck/Lorry (Government),1,0,1,2,Night,34,60,Damaged,Rainy
MIZORAM,2001,Truck/Lorry (Private),19,5,24,11,Morning,59,40,Damaged,Cloudy
MIZORAM,2001,Bus (Government),0,0,0,18,Evening,45,80,Snow,Cloudy
